relation	btoken	rtoken	btag	bloc	rtag	rloc	rdist	bterm	rterm	tagscore
location	Wat-9861_153_buffaloes-5	Wat-9861_153_swamp-12	Wat-9861_153_buffaloes-5_3922	153	Wat-9861_153_swamp-12_3808	153	0	swamp buffalo	swamp	83.0
location	Wat-9861_40_buffalo-3	Wat-9861_40_swamp-2	Wat-9861_40_buffalo-3_3922	40	Wat-9861_40_swamp-2_3808	40	0	swamp buffalo	swamp	83.0
location	Wat-9861_153_buffaloes-5	Wat-9861_153_swamp-2	Wat-9861_153_buffaloes-5_3922	153	Wat-9861_153_swamp-2_3808	153	0	swamp buffalo	swamp	83.0
location	Wat-9861_8_buffalo-19	Wat-9861_8_swamp-18	Wat-9861_8_buffalo-19_3922	8	Wat-9861_8_swamp-18_3808	8	0	swamp buffalo	swamp	83.0
location	Wat-9861_98_buffaloes-13	Wat-9861_98_swamp-9	Wat-9861_98_buffaloes-13_3921	98	Wat-9861_98_swamp-9_3808	98	0	river buffalo	swamp	83.0
location	Wat-9861_26_buffaloes-2	Wat-9861_26_swamp-14	Wat-9861_26_buffaloes-2_283	26	Wat-9861_26_swamp-14_3808	26	0	River buffalo	swamp	83.0
location	Big-0af3_23_sheep-3	Big-0af3_23_desert-12	Big-0af3_23_sheep-3_1673	23	Big-0af3_23_desert-12_3805	23	0	American bighorn sheep	desert	54.0
location	Big-0af3_23_sheep-14	Big-0af3_23_desert-12	Big-0af3_23_sheep-14_1673	23	Big-0af3_23_desert-12_3805	23	0	American bighorn sheep	desert	54.0
location	Big-0af3_37_sheep-14	Big-0af3_37_desert-12	Big-0af3_37_sheep-14_1673	37	Big-0af3_37_desert-12_3805	37	0	American bighorn sheep	desert	54.0
location	Big-0af3_36_sheep-3	Big-0af3_36_desert-13	Big-0af3_36_sheep-3_1673	36	Big-0af3_36_desert-13_3805	36	0	American bighorn sheep	desert	54.0
location	Nub-af58_1_ibex-2	Nub-af58_2_desert-10	Nub-af58_1_ibex-2_2935	1	Nub-af58_2_desert-10_34	2	1	Nubian ibex	Desert	50.0
location	Tun-c63e_40_ox-10	Tun-c63e_41_Tundra-1	Tun-c63e_40_ox-10_5249	40	Tun-c63e_41_Tundra-1_1379	41	1	musk ox	Tundra	50.0
location	Big-0af3_59_sheep-3	Big-0af3_58_mountain-8	Big-0af3_59_sheep-3_4675	59	Big-0af3_58_mountain-8_4527	58	1	bighorn sheep	mountains	50.0
location	Nub-af58_130_ibex-15	Nub-af58_131_desert-5	Nub-af58_130_ibex-15_2935	130	Nub-af58_131_desert-5_3805	131	1	Nubian ibex	desert	50.0
location	Nub-af58_135_ibex-10	Nub-af58_134_desert-10	Nub-af58_135_ibex-10_2935	135	Nub-af58_134_desert-10_3805	134	1	Nubian ibex	desert	50.0
location	Tun-c63e_40_ox-10	Tun-c63e_39_tundra-6	Tun-c63e_40_ox-10_5249	40	Tun-c63e_39_tundra-6_4539	39	1	musk ox	tundra	50.0
location	Wat-9861_154_buffalo-2	Wat-9861_153_swamp-2	Wat-9861_154_buffalo-2_279	154	Wat-9861_153_swamp-2_3808	153	1	Water buffalo	swamp	50.0
location	Wat-9861_154_buffalo-2	Wat-9861_153_swamp-12	Wat-9861_154_buffalo-2_279	154	Wat-9861_153_swamp-12_3808	153	1	Water buffalo	swamp	50.0
location	Big-0af3_33_sheep-4	Big-0af3_32_Mountains-17	Big-0af3_33_sheep-4_4675	33	Big-0af3_32_Mountains-17_1366	32	1	bighorn sheep	Mountains	50.0
location	Wil-28c2_72_buffalo-3	Wil-28c2_71_wetlands-41	Wil-28c2_72_buffalo-3_3920	72	Wil-28c2_71_wetlands-41_4542	71	1	water buffalo	wetlands	50.0
location	Mar-3955_45_markhor-12	Mar-3955_44_mountain-31	Mar-3955_45_markhor-12_5222	45	Mar-3955_44_mountain-31_4527	44	1	markhor	mountains	50.0
location	Mar-3955_45_markhor-2	Mar-3955_44_mountain-31	Mar-3955_45_markhor-2_5222	45	Mar-3955_44_mountain-31_4527	44	1	markhor	mountains	50.0
location	Mar-3955_45_markhor-5	Mar-3955_44_mountain-31	Mar-3955_45_markhor-5_5222	45	Mar-3955_44_mountain-31_4527	44	1	markhor	mountains	50.0
location	Mar-3955_77_markhor-6	Mar-3955_78_mountains-15	Mar-3955_77_markhor-6_5222	77	Mar-3955_78_mountains-15_4527	78	1	markhor	mountains	50.0
location	Big-0af3_56_sheep-8	Big-0af3_57_desert-5	Big-0af3_56_sheep-8_4675	56	Big-0af3_57_desert-5_34	57	1	bighorn sheep	Desert	50.0
location	Big-0af3_18_sheep-4	Big-0af3_17_desert-27	Big-0af3_18_sheep-4_4675	18	Big-0af3_17_desert-27_34	17	1	bighorn sheep	Desert	50.0
location	Big-0af3_56_sheep-8	Big-0af3_57_desert-14	Big-0af3_56_sheep-8_4675	56	Big-0af3_57_desert-14_34	57	1	bighorn sheep	Desert	50.0
location	Big-0af3_33_sheep-14	Big-0af3_32_Mountains-17	Big-0af3_33_sheep-14_4675	33	Big-0af3_32_Mountains-17_1366	32	1	bighorn sheep	Mountains	50.0
location	Big-0af3_34_sheep-9	Big-0af3_35_mountains-22	Big-0af3_34_sheep-9_4675	34	Big-0af3_35_mountains-22_4527	35	1	bighorn sheep	mountains	50.0
location	Big-0af3_18_sheep-4	Big-0af3_17_mountain-20	Big-0af3_18_sheep-4_4675	18	Big-0af3_17_mountain-20_4527	17	1	bighorn sheep	mountains	50.0
location	Mar-3955_66_markhor-4	Mar-3955_67_mountains-19	Mar-3955_66_markhor-4_5222	66	Mar-3955_67_mountains-19_4527	67	1	markhor	mountains	50.0
location	Wal-cefe_5_ibex-4	Wal-cefe_4_mountain-10	Wal-cefe_5_ibex-4_5601	5	Wal-cefe_4_mountain-10_4527	4	1	walia ibex	mountains	50.0
location	Wal-cefe_11_ibex-2	Wal-cefe_10_mountain-13	Wal-cefe_11_ibex-2_3621	11	Wal-cefe_10_mountain-13_4527	10	1	Walia ibex	mountains	50.0
location	Spr-39f8_164_Springbok-1	Spr-39f8_163_desert-26	Spr-39f8_164_Springbok-1_3411	164	Spr-39f8_163_desert-26_34	163	1	Springbok	Desert	50.0
location	Spr-39f8_162_springbok-6	Spr-39f8_163_desert-26	Spr-39f8_162_springbok-6_5514	162	Spr-39f8_163_desert-26_34	163	1	springbok	Desert	50.0
location	Afr-354e_19_buffalo-11	Afr-354e_20_rainforest-6	Afr-354e_19_buffalo-11_1442	19	Afr-354e_20_rainforest-6_3811	20	1	African buffalo	rainforest	50.0
location	Wal-cefe_9_ibex-10	Wal-cefe_10_mountain-13	Wal-cefe_9_ibex-10_5601	9	Wal-cefe_10_mountain-13_4527	10	1	walia ibex	mountains	50.0
location	Wal-cefe_9_ibex-3	Wal-cefe_10_mountain-13	Wal-cefe_9_ibex-3_5601	9	Wal-cefe_10_mountain-13_4527	10	1	walia ibex	mountains	50.0
location	Afr-354e_3_caffer-10	Afr-354e_4_rainforests-13	Afr-354e_3_caffer-10_1443	3	Afr-354e_4_rainforests-13_3811	4	1	Syncerus caffer	rainforest	43.5
location	Afr-354e_3_caffer-11	Afr-354e_4_rainforests-13	Afr-354e_3_caffer-11_1443	3	Afr-354e_4_rainforests-13_3811	4	1	Syncerus caffer	rainforest	43.5
location	Afr-354e_3_caffer-19	Afr-354e_4_rainforests-13	Afr-354e_3_caffer-19_1443	3	Afr-354e_4_rainforests-13_3811	4	1	Syncerus caffer	rainforest	43.5
location	Afr-354e_3_caffer-29	Afr-354e_4_rainforests-13	Afr-354e_3_caffer-29_1443	3	Afr-354e_4_rainforests-13_3811	4	1	Syncerus caffer	rainforest	43.5
location	Ara-1963_42_Buffalo-19	Ara-1963_41_rainforest-5	Ara-1963_42_Buffalo-19_1444	42	Ara-1963_41_rainforest-5_3811	41	1	Buffalo	rainforest	41.5
location	Wat-9861_83_buffalo-3	Wat-9861_84_Swamp-1	Wat-9861_83_buffalo-3_3921	83	Wat-9861_84_Swamp-1_39	84	1	river buffalo	Swamp	41.5
location	Afr-354e_13_buffalo-3	Afr-354e_14_rainforests-7	Afr-354e_13_buffalo-3_4578	13	Afr-354e_14_rainforests-7_3811	14	1	forest buffalo	rainforest	41.5
location	Afr-354e_22_buffalo-7	Afr-354e_23_rainforest-18	Afr-354e_22_buffalo-7_4578	22	Afr-354e_23_rainforest-18_3811	23	1	forest buffalo	rainforest	41.5
location	Afr-354e_13_buffalo-3	Afr-354e_14_rainforests-33	Afr-354e_13_buffalo-3_4578	13	Afr-354e_14_rainforests-33_3811	14	1	forest buffalo	rainforest	41.5
location	Afr-354e_15_buffalo-7	Afr-354e_14_rainforests-7	Afr-354e_15_buffalo-7_4576	15	Afr-354e_14_rainforests-7_3811	14	1	buffalo	rainforest	41.5
location	Afr-354e_15_buffalo-7	Afr-354e_14_rainforests-33	Afr-354e_15_buffalo-7_4576	15	Afr-354e_14_rainforests-33_3811	14	1	buffalo	rainforest	41.5
location	Afr-354e_3_buffalo-7	Afr-354e_4_rainforests-13	Afr-354e_3_buffalo-7_4576	3	Afr-354e_4_rainforests-13_3811	4	1	buffalo	rainforest	41.5
location	Sno-d342_95_sheep-11	Sno-d342_96_Mountains-13	Sno-d342_95_sheep-11_1670	95	Sno-d342_96_Mountains-13_1366	96	1	Himalayan blue sheep	Mountains	41.5
location	Ara-1963_40_Buffalo-14	Ara-1963_41_rainforest-5	Ara-1963_40_Buffalo-14_1444	40	Ara-1963_41_rainforest-5_3811	41	1	Buffalo	rainforest	41.5
location	Wat-9861_83_buffalo-23	Wat-9861_84_Swamp-1	Wat-9861_83_buffalo-23_3921	83	Wat-9861_84_Swamp-1_39	84	1	river buffalo	Swamp	41.5
location	Spr-39f8_162_springbok-6	Spr-39f8_160_desert-10	Spr-39f8_162_springbok-6_5514	162	Spr-39f8_160_desert-10_3805	160	2	springbok	desert	33.333
location	Afr-354e_2_buffalo-16	Afr-354e_4_rainforests-13	Afr-354e_2_buffalo-16_1442	2	Afr-354e_4_rainforests-13_3811	4	2	African buffalo	rainforest	33.333
location	Afr-354e_16_buffalo-3	Afr-354e_14_rainforests-7	Afr-354e_16_buffalo-3_1442	16	Afr-354e_14_rainforests-7_3811	14	2	African buffalo	rainforest	33.333
location	Afr-354e_2_buffalo-29	Afr-354e_4_rainforests-13	Afr-354e_2_buffalo-29_1442	2	Afr-354e_4_rainforests-13_3811	4	2	African buffalo	rainforest	33.333
location	Wal-cefe_8_ibex-8	Wal-cefe_10_mountain-13	Wal-cefe_8_ibex-8_5601	8	Wal-cefe_10_mountain-13_4527	10	2	walia ibex	mountains	33.333
location	Tun-c63e_40_ox-10	Tun-c63e_42_tundra-8	Tun-c63e_40_ox-10_5249	40	Tun-c63e_42_tundra-8_4539	42	2	musk ox	tundra	33.333
location	Big-0af3_30_sheep-33	Big-0af3_32_Mountains-17	Big-0af3_30_sheep-33_4675	30	Big-0af3_32_Mountains-17_1366	32	2	bighorn sheep	Mountains	33.333
location	Spr-39f8_165_springbok-2	Spr-39f8_163_desert-26	Spr-39f8_165_springbok-2_5514	165	Spr-39f8_163_desert-26_3805	163	2	springbok	desert	33.333
location	Nub-af58_185_ibex-2	Nub-af58_187_mountains-16	Nub-af58_185_ibex-2_2935	185	Nub-af58_187_mountains-16_4527	187	2	Nubian ibex	mountains	33.333
location	Big-0af3_34_sheep-9	Big-0af3_32_Mountains-17	Big-0af3_34_sheep-9_4675	34	Big-0af3_32_Mountains-17_1366	32	2	bighorn sheep	Mountains	33.333
location	Wat-9861_104_buffalo-2	Wat-9861_106_swamp-25	Wat-9861_104_buffalo-2_279	104	Wat-9861_106_swamp-25_3808	106	2	Water buffalo	swamp	33.333
location	Wal-cefe_29_ibex-2	Wal-cefe_31_mountain-4	Wal-cefe_29_ibex-2_3621	29	Wal-cefe_31_mountain-4_4527	31	2	Walia ibex	mountains	33.333
location	Mar-3955_65_Markhor-1	Mar-3955_67_mountains-19	Mar-3955_65_Markhor-1_2820	65	Mar-3955_67_mountains-19_4527	67	2	Markhor	mountains	33.333
location	Spr-39f8_156_Springbok-1	Spr-39f8_158_desert-11	Spr-39f8_156_Springbok-1_3411	156	Spr-39f8_158_desert-11_34	158	2	Springbok	Desert	33.333
location	Wal-cefe_2_ibex-3	Wal-cefe_4_mountain-10	Wal-cefe_2_ibex-3_5601	2	Wal-cefe_4_mountain-10_4527	4	2	walia ibex	mountains	33.333
location	Wal-cefe_41_ibex-2	Wal-cefe_43_Mountains-6	Wal-cefe_41_ibex-2_3621	41	Wal-cefe_43_Mountains-6_1366	43	2	Walia ibex	Mountains	33.333
location	Bha-2df5_7_bharal-2	Bha-2df5_5_Mountains-3	Bha-2df5_7_bharal-2_4674	7	Bha-2df5_5_Mountains-3_1366	5	2	bharal	Mountains	33.333
location	Afr-354e_2_buffalo-4	Afr-354e_4_rainforests-13	Afr-354e_2_buffalo-4_1442	2	Afr-354e_4_rainforests-13_3811	4	2	African buffalo	rainforest	33.333
location	Argaf7f_3_sheep-2	Argaf7f_1_mountains-9	Argaf7f_3_sheep-2_1563	3	Argaf7f_1_mountains-9_4527	1	2	Argali sheep	mountains	33.333
location	Afr-354e_16_buffalo-3	Afr-354e_14_rainforests-33	Afr-354e_16_buffalo-3_1442	16	Afr-354e_14_rainforests-33_3811	14	2	African buffalo	rainforest	33.333
location	Bha03bc_3_bharal-19	Bha03bc_1_Mountain-1	Bha03bc_3_bharal-19_4674	3	Bha03bc_1_Mountain-1_4527	1	2	bharal	mountains	33.333
location	Wal-cefe_2_ibex-24	Wal-cefe_4_mountain-10	Wal-cefe_2_ibex-24_5601	2	Wal-cefe_4_mountain-10_4527	4	2	walia ibex	mountains	33.333
location	Afr-354e_12_buffalo-13	Afr-354e_14_rainforests-7	Afr-354e_12_buffalo-13_4577	12	Afr-354e_14_rainforests-7_3811	14	2	cape buffalo	rainforest	27.667
location	Afr-354e_12_buffalo-2	Afr-354e_14_rainforests-33	Afr-354e_12_buffalo-2_4577	12	Afr-354e_14_rainforests-33_3811	14	2	cape buffalo	rainforest	27.667
location	Wat-9861_86_buffalo-6	Wat-9861_84_Swamp-1	Wat-9861_86_buffalo-6_3921	86	Wat-9861_84_Swamp-1_39	84	2	river buffalo	Swamp	27.667
location	Afr-354e_12_buffalo-13	Afr-354e_14_rainforests-33	Afr-354e_12_buffalo-13_4577	12	Afr-354e_14_rainforests-33_3811	14	2	cape buffalo	rainforest	27.667
location	Afr-354e_12_buffalo-2	Afr-354e_14_rainforests-7	Afr-354e_12_buffalo-2_4577	12	Afr-354e_14_rainforests-7_3811	14	2	cape buffalo	rainforest	27.667
location	Tai-3286_123_sheep-22	Tai-3286_125_mountain-47	Tai-3286_123_sheep-22_1673	123	Tai-3286_125_mountain-47_4527	125	2	American bighorn sheep	mountains	27.667
location	Tai-3286_123_sheep-13	Tai-3286_125_mountain-47	Tai-3286_123_sheep-13_1673	123	Tai-3286_125_mountain-47_4527	125	2	American bighorn sheep	mountains	27.667
location	Big-0af3_36_sheep-3	Big-0af3_35_mountains-22	Big-0af3_36_sheep-3_1673	36	Big-0af3_35_mountains-22_4527	35	1	American bighorn sheep	mountains	27.0
location	Wat-9861_6_buffalo-4	Wat-9861_7_swamp-29	Wat-9861_6_buffalo-4_282	6	Wat-9861_7_swamp-29_3808	7	1	Indian wild buffalo	swamp	27.0
location	Wat-9861_6_buffalo-18	Wat-9861_7_swamp-29	Wat-9861_6_buffalo-18_282	6	Wat-9861_7_swamp-29_3808	7	1	Indian wild buffalo	swamp	27.0
location	Wil-28c2_16_buffalo-3	Wil-28c2_15_swamp-38	Wil-28c2_16_buffalo-3_282	16	Wil-28c2_15_swamp-38_3808	15	1	Indian wild buffalo	swamp	27.0
location	Bha-2df5_2_bharal-2	Bha-2df5_5_Mountains-3	Bha-2df5_2_bharal-2_4674	2	Bha-2df5_5_Mountains-3_1366	5	3	bharal	Mountains	25.0
location	Nub-af58_185_ibex-2	Nub-af58_188_mountain-9	Nub-af58_185_ibex-2_2935	185	Nub-af58_188_mountain-9_4527	188	3	Nubian ibex	mountains	25.0
location	Wat-9861_81_buffalo-8	Wat-9861_84_Swamp-1	Wat-9861_81_buffalo-8_3920	81	Wat-9861_84_Swamp-1_39	84	3	water buffalo	Swamp	25.0
location	Wil-28c2_68_buffalo-3	Wil-28c2_71_wetlands-41	Wil-28c2_68_buffalo-3_3920	68	Wil-28c2_71_wetlands-41_4542	71	3	water buffalo	wetlands	25.0
location	Wal-cefe_1_ibex-2	Wal-cefe_4_mountain-10	Wal-cefe_1_ibex-2_3621	1	Wal-cefe_4_mountain-10_4527	4	3	Walia ibex	mountains	25.0
location	Mar-495f_16_buffalo-10	Mar-495f_19_marsh-9	Mar-495f_16_buffalo-10_3920	16	Mar-495f_19_marsh-9_3807	19	3	water buffalo	marsh	25.0
location	Bha-2df5_2_nayaur-5	Bha-2df5_5_Mountains-3	Bha-2df5_2_nayaur-5_1669	2	Bha-2df5_5_Mountains-3_1366	5	3	Pseudois nayaur	Mountains	21.75
location	Wat-9861_87_buffalo-8	Wat-9861_84_Swamp-1	Wat-9861_87_buffalo-8_3921	87	Wat-9861_84_Swamp-1_39	84	3	river buffalo	Swamp	20.75
location	Big-0af3_12_sheep-6	Big-0af3_9_mountain-9	Big-0af3_12_sheep-6_2014	12	Big-0af3_9_mountain-9_4527	9	3	Dalls sheep	mountains	20.75
location	Big-0af3_12_sheep-14	Big-0af3_9_mountain-9	Big-0af3_12_sheep-14_2014	12	Big-0af3_9_mountain-9_4527	9	3	Dalls sheep	mountains	20.75
location	Big-0af3_12_sheep-25	Big-0af3_9_mountain-9	Big-0af3_12_sheep-25_2014	12	Big-0af3_9_mountain-9_4527	9	3	Dalls sheep	mountains	20.75
location	Wat-9861_80_buffalo-6	Wat-9861_84_Swamp-1	Wat-9861_80_buffalo-6_3920	80	Wat-9861_84_Swamp-1_39	84	4	water buffalo	Swamp	20.0
location	Mar-3955_82_Markhor-1	Mar-3955_78_mountains-15	Mar-3955_82_Markhor-1_2820	82	Mar-3955_78_mountains-15_4527	78	4	Markhor	mountains	20.0
location	Wat-9861_88_buffalo-8	Wat-9861_84_Swamp-1	Wat-9861_88_buffalo-8_3920	88	Wat-9861_84_Swamp-1_39	84	4	water buffalo	Swamp	20.0
location	Wat-9861_80_buffalo-42	Wat-9861_84_Swamp-1	Wat-9861_80_buffalo-42_3920	80	Wat-9861_84_Swamp-1_39	84	4	water buffalo	Swamp	20.0
location	Spr-39f8_164_Springbok-1	Spr-39f8_160_desert-10	Spr-39f8_164_Springbok-1_3411	164	Spr-39f8_160_desert-10_34	160	4	Springbok	Desert	20.0
location	Spr-39f8_156_Springbok-1	Spr-39f8_160_desert-10	Spr-39f8_156_Springbok-1_3411	156	Spr-39f8_160_desert-10_34	160	4	Springbok	Desert	20.0
location	Wat-9861_88_buffalo-16	Wat-9861_84_Swamp-1	Wat-9861_88_buffalo-16_3920	88	Wat-9861_84_Swamp-1_39	84	4	water buffalo	Swamp	20.0
location	Wat-9861_80_buffalo-19	Wat-9861_84_Swamp-1	Wat-9861_80_buffalo-19_3920	80	Wat-9861_84_Swamp-1_39	84	4	water buffalo	Swamp	20.0
